"table_schema","table_name","columns"
"no_backup","tb_invoice_vietcombank_qr","invoice_vietcombank_qrid, invoiceid, invoice_transactionid, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, merchantpayment_input, merchantpayment_output, message, huy_ngayphathanh, merchantrefund_input, merchantrefund_output, huy_message, version, invoicemedicineid"
"no_backup","tb_invoice_viettinbank_qr","invoice_viettinbank_qrid, invoiceid, invoice_transactionid, invoicemedicineid, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, merchantpayment_input, merchantpayment_output, message, huy_ngayphathanh, merchantrefund_input, merchantrefund_output, huy_message, version"
"no_backup","tb_invoice_viettinbank_vietqr","invoice_viettinbank_vietqrid, invoiceid, invoice_transactionid, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, merchantpayment_input, merchantpayment_output, message, huy_ngayphathanh, merchantrefund_input, merchantrefund_output, huy_message, version"
"no_backup","tb_invoice_vnpay","invoice_vnpayid, invoiceid, invoice_transactionid, ngayphathanh, nguoiphathanh, ngaythanhtoan, qrcode, merchantpayment_input, merchantpayment_output, message, huy_ngayphathanh, merchantrefund_input, merchantrefund_output, huy_message, version"
"no_backup","tb_mediboxlog","mediboxlogid, ngaylog, nguoilog, dm_medilogtypeid, noidung, noidungchitiet, mediboxversion, pcname, pccode, username, ipaddress, patientrecordid, serviceid, invoiceid, version"
"no_backup","tb_mediboxlog_invoice","mediboxlog_invoiceid, ngaylog, nguoilog, dm_invoice_hinhthucid, noidung, noidungchitiet, input, output, mediboxversion, pcname, pccode, username, ipaddress, patientrecordid, invoiceid, invoice_transactionid, sotienphieu, thongtinbenhnhan, version"
"no_backup","tb_mediboxlog_invoicemedicine","mediboxlog_invoicemedicineid, ngaylog, nguoilog, dm_invoice_hinhthucid, noidung, noidungchitiet, input, output, mediboxversion, pcname, pccode, username, ipaddress, patientrecordid, invoicemedicineid, invoicemedicine_transactionid, sotienphieu, thongtinbenhnhan, version"
"no_backup","tb_mediboxlogbhyt","mediboxlogbhytid, mediboxclientid, ngaylog, nguoilog, in_mathe_hashcode, in_mathe, in_hoten, in_ngaysinh, in_namsinh, in_gioitinh_id, in_ngaybd, in_ngaykt, in_noikcbbd, maketqua, hoten, gioitinh, diachi, madkbd, cqbhxh, gtthetu, gttheden, makv, ngaydu5nam, message, version"
"no_backup","tb_mediboxlogmedicine","mediboxlogmedicineid, ngaylog, nguoilog, noidung, medicinedataid, medicinebillcode, medicinebillid, medicinestoreid, soluongdauky, soluongtonkho, soluongduyetxuat, soluongdauky_change, soluongtonkho_change, soluongduyetxuat_change, version"
"no_backup","tb_mediboxlogsql","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2022_09","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2022_10","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2022_11","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2022_12","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_01","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_02","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_03","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_04","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_05","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_06","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_07","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_08","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_09","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_10","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_11","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2023_12","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_01","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_02","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_03","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_04","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_05","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_06","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_07","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_08","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_09","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_10","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_11","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2024_12","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_01","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_02","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_03","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_04","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_05","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_06","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_07","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_08","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_09","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_10","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_11","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2025_12","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2026_01","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2026_02","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2026_03","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2026_04","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_mediboxlogsql_2026_05","mediboxlogsqlid, ngaylog, nguoilog, issynch, mediboxclientid, noidung, version"
"no_backup","tb_nhanvienlog","nhanvienlogid, nhanvienid, logintime, dm_nhanvientypeid, hardwareid, processorid, baseboardproduct, baseboardmanufacturer, diskdrivesignature, videocontrollercaption, physicalmediaserialnumber, biosversion, operatingsystemserialnumber, ipaddress, internetip, macadddress, computername, username, domain, softversion, softfolder, version"
"no_backup","tb_sothutudangkykham","sothutudangkykhamid, ngaycapphat, ngaygoi, userid, soquay, roomid, roomid_goiso, sothumin, sothumax, isdagoiloa, ischocapphat, version"
"no_backup","tb_sothutudangkykham_layso","sothutudangkykham_laysoid, ngaycapphat, ngaygoi, cuagoi, useridgoi, ngaygiucho, thoigian_thoigianlamviec, sothutudangkykhamid, thoigian_sodanggoi, thoigian_socualamviec, thoigian_tocdodontiep, thoigian_thoigiancho, sothutuhientai, roomid, benhnhan_sothebhyt, benhnhan_hoten, benhnhan_namsinh, benhnhan_gioitinh, benhnhan_diachi, benhnhan_dienthoai, medicalrecordid, treatmentid, version"
"no_backup","tb_treatment_stt_chidinh","treatment_stt_chidinhid, ngaycapphat, dm_treatmenttypeid, sothutu, version"
"no_backup","tb_treatment_stt_thuchien","treatment_stt_thuchienid, ngaycapphat, roomid, sothutu, doituonguutien, version"
"public","annotation_tag_entity","id, name, createdAt, updatedAt"
"public","auth_identity","userId, providerId, providerType, createdAt, updatedAt"
"public","auth_provider_sync_history","id, providerType, runMode, status, startedAt, endedAt, scanned, created, updated, disabled, error"
"public","credentials_entity","name, data, type, createdAt, updatedAt, id, isManaged"
"public","event_destinations","id, destination, createdAt, updatedAt"
"public","execution_annotation_tags","annotationId, tagId"
"public","execution_annotations","id, executionId, vote, note, createdAt, updatedAt"
"public","execution_data","executionId, workflowData, data"
"public","execution_entity","id, finished, mode, retryOf, retrySuccessId, startedAt, stoppedAt, waitTill, status, workflowId, deletedAt, createdAt"
"public","execution_metadata","id, executionId, key, value"
"public","folder","id, name, parentFolderId, projectId, createdAt, updatedAt"
"public","folder_tag","folderId, tagId"
"public","insights_by_period","id, metaId, type, value, periodUnit, periodStart"
"public","insights_metadata","metaId, workflowId, projectId, workflowName, projectName"
"public","insights_raw","id, metaId, type, value, timestamp"
"public","installed_nodes","name, type, latestVersion, package"
"public","installed_packages","packageName, installedVersion, authorName, authorEmail, createdAt, updatedAt"
"public","invalid_auth_token","token, expiresAt"
"public","migrations","id, timestamp, name"
"public","processed_data","workflowId, context, createdAt, updatedAt, value"
"public","project","id, name, type, createdAt, updatedAt, icon, description"
"public","project_relation","projectId, userId, role, createdAt, updatedAt"
"public","settings","key, value, loadOnStartup"
"public","shared_credentials","credentialsId, projectId, role, createdAt, updatedAt"
"public","shared_workflow","workflowId, projectId, role, createdAt, updatedAt"
"public","tag_entity","name, createdAt, updatedAt, id"
"public","tb_autodata_full","autodata_fullid, dm_autodataid, autodata_full_data, autodata_fullcode, autodata_fulldisable, departmentid, roomid, userid, tansuatsudung, version"
"public","tb_bed","bedid, roomid, chamberid, hospitalunitid, departmentid, bedcode, bedcode_byt, beddisable, bednumber, bedname, dm_bedtypeid, serviceid, listserviceid, bedremark, isgiuongngoaikhoa, cothenamghep2, cothenamghep3, listmedicalrecordid, hotkey_off, hotkey, version, sothutu, cothenamghep4, cothenamghep5, dm_bedtype_bytid, cothenamghepkhonggioihan"
"public","tb_bhyt_checkxml4750","bhyt_checkxml4750id, patientrecordid, userid, ngaysukien, isapi, noidung, version"
"public","tb_bhyt_ngoaidinhsuat","bhyt_ngoaidinhsuatid, tencauhinh, nguoicapnhat, ngayapdung, loaiapdung, patientrecord_list_dm_loaikcbid, patientrecord_mabenhchinh, patientrecord_list_mabenh, patientrecord_list_madoituong_thebhyt, patientrecord_list_servicebhytgroupid, patientrecord_list_servicegroupid, patientrecord_list_servicesubgroupid, patientrecord_list_serviceid, servicedata_list_servicebhytgroupid, servicedata_list_servicegroupid, servicedata_list_servicesubgroupid, servicedata_list_serviceid, version"
"public","tb_cakhambenh_loai","cakhambenh_loaiid, tenloaica, version"
"public","tb_cakhambenh_thoigian","cakhambenh_thoigianid, cakhambenh_loaiid, macakhambenh, tencakhambenh, thoigian_batdau, thoigian_ketthuc, listroomid, version"
"public","tb_canhbaodichvu","canhbaodichvuid, tencanhbao, ghichu, timevalue_from, dm_timetypeid_from, timevalue_to, dm_timetypeid_to, listicd10, dm_gioitinhid, is_canhbao, is_chan, listservice, version, isapdungcadot, isdapungdieukien, isapdungchothuoc, listhoatchat"
"public","tb_canhbaoicd10","canhbaoicd10id, tencanhbao, ghichu, timevalue_from, dm_timetypeid_from, timevalue_to, dm_timetypeid_to, dm_gioitinhid, is_canhbao, is_chan, listicd10, version"
"public","tb_canhbaonhapkhoa","canhbaonhapkhoaid, departmentid, dm_gioitinhid, timevalue_from, dm_timetypeid_from, timevalue_to, dm_timetypeid_to, thongbao, is_canhbaoxutri, is_chanxutri, is_canhbaonhapkhoa, is_channhapkhoa, version"
"public","tb_canhbaophacdo_icd10","canhbaophacdo_icd10id, tenphacdo, ghichu, listmabenhicd10, listservice, listatc, listhoatchat, version"
"public","tb_cauhinhbenhvien","cauhinhbenhvienid, donviquanly, giamdocbenhvien, matinh, mahuyen, maxa, mayte, listmaytedungtuyen, mabenhvien, tenbenhvien, diachibenhvien, license, logodata, welcomedata, email, phone, thongtinghichu, clientcode, accountcode, tokencode, ipserver, dm_loaichuyenkhoaid, dm_hangbenhvienid, timeout_system, version, userid_lanhdao, url_info, licensesigned"
"public","tb_cauhinhchenhlechbh","cauhinhchenhlechbhid, tencauhinh, ghichu, tylethuchenh, thoigianchidinh_thutrongtuan, phongchidinh_id, listservice, listthebhyt_loaitru, listthebhyt, version"
"public","tb_cauhinhcongduocquocgia","cauhinhcongduocquocgiaid, url, roomid, macoso, username, password, version"
"public","tb_cauhinhdasboardmanhinhchokham","cauhinhdasboardmanhinhchokhamid, bordercolor, backgroundcolor, color_change, tilechieucao, tilechieucaods_phongkham, tilechieucaods_benhnhan, thongbao_tocdo_phongkham, thongbao_tocdo_benhnhan, benhnhan_soluong, text_phongkham, text_phongkham_font, text_phongkham_size, text_phongkham_color, text_phongkhamkhac, text_phongkhamkhac_font, text_phongkhamkhac_size, text_phongkhamkhac_color, text_sothutu, text_sothutu_font, text_sothutu_size, text_sothutu_color, text_sothutukhac, text_sothutukhac_font, text_sothutukhac_size, text_sothutukhac_color, text_tenphongkham_font, text_tenphongkham_size, text_tenphongkham_color, text_listviewphongkham_rowheight, text_sothutuphongkham_font, text_sothutuphongkham_size, text_sothutuphongkham_color, text_tenphongkhamkhac_font, text_tenphongkhamkhac_size, text_tenphongkhamkhac_color, text_listviewphongkhamkhac_rowheight, text_sothutuphongkhamkhac_font, text_sothutuphongkhamkhac_size, text_sothutuphongkhamkhac_color, text_moibenhnhan, text_moibenhnhan_font, text_moibenhnhan_size, text_moibenhnhan_color, text_benhnhan_font, text_benhnhan_size, text_benhnhan_color, version"
"public","tb_cauhinhdasboardmanhinhquanlygiuong","cauhinhdasboardmanhinhquanlygiuongid, bordercolor, backgroundcolor, benhnhan_soluong, chieucao_khoa, chieucao_pdt, color_tenkhoa, color_ngaythang, color_tile, color_column, size_tenkhoa, size_ngaythang, size_tile, size_column, with_text_pdt, with_text_buong, with_text_giuong, with_text_mabn, with_text_tenbn, with_text_tuoi, with_column_pdt, with_column_buong, with_column_giuong, with_column_mabn, with_column_tenbn, with_column_tuoi, version"
"public","tb_cauhinhdasboardquanlysanphu","cauhinhdasboardquanlysanphuid, bordercolor, backgroundcolor, benhnhan_soluong, text_thongtinbndt, chieucao_soyte, chieucao_benhvien, chieucao_ngay, chieucao_thongtinbndt, chieucao_tenkhoa, chieucao_tile, color_soyte, color_benhvien, color_thongtinbndt, color_tenkhoa, color_ngaythang, color_tile, color_column, size_soyte, size_benhvien, size_thongtinbndt, size_tenkhoa, size_ngaythang, size_tile, size_column, with_text_stt, with_text_hoten, with_text_namsinh, with_text_tinhtrang, with_text_giosinh, with_column_stt, with_column_hoten, with_column_namsinh, with_column_tinhtrang, with_column_giosinh, version"
"public","tb_cauhinhdashboardcanlamsang","cauhinhdashboardcanlamsangid, sound_useambaonew, sound_usenamenew, sound_useagenew, sound_moinguoibenh, sound_moinguoibenhcoso, sound_coso, sound_vuilongvaophong, bordercolor, backgroundcolor, thongbao_tocdo, width_khoaphong, text_thongbao_text, text_thongbao_font, text_thongbao_size, text_thongbao_color, text_noidungthongbao_font, text_noidungthongbao_size, text_noidungthongbao_color, text_moinguoibenhso, text_moinguoibenhso_font, text_moinguoibenhso_size, text_moinguoibenhso_color, text_sothutu_font, text_sothutu_size, text_sothutu_color, text_patientname_font, text_patientname_size, text_patientname_color, text_patientinfo_font, text_patientinfo_size, text_patientinfo_color, text_bnchokham, text_bnchokham_font, text_bnchokham_size, text_bnchokham_color, text_listviewchokham_font, text_listviewchokham_size, text_listviewchokham_color, text_listviewchokham_rowheight, text_tenphongkham_font, text_tenphongkham_size, text_tenphongkham_color, text_bacsyname_font, text_bacsyname_size, text_bacsyname_color, text_bacsyphone_font, text_bacsyphone_size, text_bacsyphone_color, sound_usegoogletts, version"
"public","tb_cauhinhdashboarddontiep1cua","cauhinhdashboarddontiep1cuaid, backgroundcolor, moibenhnhan_text, moibenhnhan_font, moibenhnhan_size, moibenhnhan_color, sothutu_font, sothutu_size, sothutu_color, sothutu_color_uutien, cuaso_font, cuaso_size, cuaso_color, version, sound_usegoogletts, sound_tocdodoc, sound_vaocuaso, sound_usegoogleapi_giong, vaodangkykham_text"
"public","tb_cauhinhdashboarddontiep2cua","cauhinhdashboarddontiep2cuaid, backgroundcolor, moibenhnhan_text, moibenhnhan_font, moibenhnhan_size, moibenhnhan_color, sothutu1_font, sothutu1_size, sothutu1_color, sothutu2_font, sothutu2_size, sothutu2_color, cuaso1_font, cuaso1_size, cuaso1_color, cuaso2_font, cuaso2_size, cuaso2_color, vaodangkykham_text, vaodangkykham_font, vaodangkykham_size, vaodangkykham_color, version, sound_usegoogletts, sound_tocdodoc, sound_vaocuaso, sound_usegoogleapi_giong"
"public","tb_cauhinhdashboarddontiep3cua","cauhinhdashboarddontiep3cuaid, backgroundcolor, moibenhnhan_text, moibenhnhan_font, moibenhnhan_size, moibenhnhan_color, sothutu1_font, sothutu1_size, sothutu1_color, sothutu2_font, sothutu2_size, sothutu2_color, sothutu3_font, sothutu3_size, sothutu3_color, cuaso1_font, cuaso1_size, cuaso1_color, cuaso2_font, cuaso2_size, cuaso2_color, cuaso3_font, cuaso3_size, cuaso3_color, vaodangkykham_text, vaodangkykham_font, vaodangkykham_size, vaodangkykham_color, version, sound_usegoogletts, sound_tocdodoc, sound_vaocuaso, sound_usegoogleapi_giong"
"public","tb_cauhinhdashboardgoiyta","cauhinhdashboardgoiytaid, backgroundcolor, buong_text, buong_font, buong_size, buong_color, giuong_text, giuong_font, giuong_size, giuong_color, thoigiangoi_text, thoigiangoi_font, thoigiangoi_size, thoigiangoi_color, cuocgoi_font, cuocgoi_size, cuocgoi_color, cuocgoile_backgroundcolor, cuocgoichan_backgroundcolor, version"
"public","tb_cauhinhdashboardkhamxahinhmode2","cauhinhdashboardkhamxahinhmode2id, sound_useambaonew, sound_usenamenew, sound_useagenew, sound_moinguoibenh, sound_moinguoibenhcoso, sound_coso, sound_vuilongvaophong, sound_vaophong, bordercolor, backgroundcolor, thongbao_tocdo, text_thongbao_text, text_thongbao_font, text_thongbao_size, text_thongbao_color, text_noidungthongbao_font, text_noidungthongbao_size, text_noidungthongbao_color, text_moinguoibenhso, text_moinguoibenhso_font, text_moinguoibenhso_size, text_moinguoibenhso_color, text_vaotiepdon, text_vaotiepdon_font, text_vaotiepdon_size, text_vaotiepdon_color, text_sothutu_font, text_sothutu_size, text_sothutu_color, text_bnchokham, text_bnchokham_font, text_bnchokham_size, text_bnchokham_color, text_listviewchokham_font, text_listviewchokham_size, text_listviewchokham_color, text_listviewchokham_rowheight, version"
"public","tb_cauhinhdashboardkhothuoc","cauhinhdashboardkhothuocid, sound_usegoogletts, sound_useambaonew, sound_usenamenew, sound_useagenew, sound_moinguoibenh, sound_moinguoibenhcoso, sound_coso, sound_vuilongvaophong, bordercolor, backgroundcolor, thongbao_tocdo, width_khoaphong, text_thongbao_text, text_thongbao_font, text_thongbao_size, text_thongbao_color, text_noidungthongbao_font, text_noidungthongbao_size, text_noidungthongbao_color, text_moinguoibenhso, text_moinguoibenhso_font, text_moinguoibenhso_size, text_moinguoibenhso_color, text_sothutu_font, text_sothutu_size, text_sothutu_color, text_patientname_font, text_patientname_size, text_patientname_color, text_patientinfo_font, text_patientinfo_size, text_patientinfo_color, text_bnchokham, text_bnchokham_font, text_bnchokham_size, text_bnchokham_color, text_listviewchokham_font, text_listviewchokham_size, text_listviewchokham_color, text_listviewchokham_rowheight, text_tenphongkham_font, text_tenphongkham_size, text_tenphongkham_color, text_bacsyname_font, text_bacsyname_size, text_bacsyname_color, text_bacsyphone_font, text_bacsyphone_size, text_bacsyphone_color, version"
"public","tb_cauhinhdashboardlaymaubenhpham","cauhinhdashboardlaymaubenhphamid, sound_useambaonew, sound_usenamenew, sound_useagenew, sound_moinguoibenh, sound_moinguoibenhcoso, sound_coso, sound_vuilongvaophong, sound_vaophong, bordercolor, backgroundcolor, thongbao_tocdo, width_khoaphong, text_thongbao_text, text_thongbao_font, text_thongbao_size, text_thongbao_color, text_noidungthongbao_font, text_noidungthongbao_size, text_noidungthongbao_color, text_moinguoibenhso, text_moinguoibenhso_font, text_moinguoibenhso_size, text_moinguoibenhso_color, text_vaotiepdon, text_vaotiepdon_font, text_vaotiepdon_size, text_vaotiepdon_color, text_sothutu_font, text_sothutu_size, text_sothutu_color, text_patientname_font, text_patientname_size, text_patientname_color, text_patientinfo_font, text_patientinfo_size, text_patientinfo_color, text_bnchokham, text_bnchokham_font, text_bnchokham_size, text_bnchokham_color, text_listviewchokham_font, text_listviewchokham_size, text_listviewchokham_color, text_listviewchokham_rowheight, text_tenphongkham_font, text_tenphongkham_size, text_tenphongkham_color, text_bacsyname_font, text_bacsyname_size, text_bacsyname_color, text_bacsyphone_font, text_bacsyphone_size, text_bacsyphone_color, version, sound_usegoogletts, sound_usegoogleapi_giong, sound_tocdodoc"
"public","tb_cauhinhdashboardlaymaubenhphammode2","cauhinhdashboardlaymaubenhphammode2id, sound_useambaonew, sound_usenamenew, sound_useagenew, sound_moinguoibenh, sound_moinguoibenhcoso, sound_coso, sound_vuilongvaophong, sound_vaophong, width_khoaphong, bordercolor, backgroundcolor, thongbao_tocdo, text_thongbao_text, text_thongbao_font, text_thongbao_size, text_thongbao_color, text_noidungthongbao_font, text_noidungthongbao_size, text_noidungthongbao_color, text_moinguoibenhso, text_moinguoibenhso_font, text_moinguoibenhso_size, text_moinguoibenhso_color, text_vaotiepdon, text_vaotiepdon_font, text_vaotiepdon_size, text_vaotiepdon_color, text_sothutu_font, text_sothutu_size, text_sothutu_color, text_bnchokham, text_bnchokham_font, text_bnchokham_size, text_bnchokham_color, text_listviewchokham_font, text_listviewchokham_size, text_listviewchokham_color, text_listviewchokham_rowheight, version, sound_usegoogletts, sound_usegoogleapi_giong, sound_tocdodoc"
"public","tb_cauhinhdashboardlichdatgiuong","cauhinhdashboardlichdatgiuongid, bordercolor, backgroundcolor, text_date_font, text_date_size, text_date_color, text_donnguyen, text_donnguyen_font, text_donnguyen_size, text_donnguyen_color, text_room_font, text_room_size, text_room_color, text_danhsachnguoibenh, text_danhsachnguoibenh_font, text_danhsachnguoibenh_size, text_danhsachnguoibenh_color, text_header_font, text_header_size, text_header_color, text_listviewnoitru_font, text_listviewnoitru_size, text_listviewnoitru_color, text_listviewnoitru_rowheight, version"
"public","tb_cauhinhdashboardnoitru","cauhinhdashboardnoitruid, bordercolor, backgroundcolor, text_date_font, text_date_size, text_date_color, text_donnguyen, text_donnguyen_font, text_donnguyen_size, text_donnguyen_color, text_room_font, text_room_size, text_room_color, text_danhsachnguoibenh, text_danhsachnguoibenh_font, text_danhsachnguoibenh_size, text_danhsachnguoibenh_color, text_header_font, text_header_size, text_header_color, text_listviewnoitru_font, text_listviewnoitru_size, text_listviewnoitru_color, text_listviewnoitru_rowheight, version"
